Person_ID,Gender,Age,LengthOfService,Admin Role,International Assignee,Is Mobile,YearlyPay
3622,woman,29.82113888,6.401014185,1,0,0,79268.99368
3623,woman,33.95430751,11.58633174,0,0,0,140841.698
3624,woman,33.23108887,7.502264267,1,0,0,52392.27828
3625,woman,29.34214544,6.112904949,0,0,0,110171.4232
3626,woman,29.12316822,5.289973976,0,0,0,72477.22027
3627,woman,36.10791571,7.668473446,0,0,0,79786.49539
3628,woman,35.13248702,11.62068917,0,0,0,142670.1849
3629,woman,21.1388444,11.28438892,0,0,0,121218.0283
3630,woman,21.53797131,6.938419416,1,0,0,54089.36358
3631,woman,25.2688969,8.635529778,0,0,0,116124.8375
3632,woman,25.53227301,6.345091591,0,0,0,86826.2186
3633,woman,24.40737064,4.945177456,0,0,0,97163.42884
3634,woman,31.36055322,10.0399138,1,0,0,86655.65595
3635,woman,27.68147776,6.21203864,0,0,0,108268.5436
3636,woman,36.03062311,5.766278355,0,0,0,118079.3753
3637,woman,37.26438883,10.70792047,0,0,0,102836.9384
3638,woman,29.85658381,8.521790135,1,0,0,93734.52037
3639,woman,38.41728974,4.994908415,1,0,0,60407.96799
3640,woman,30.12107155,7.929907169,0,0,0,119934.2284
3641,woman,27.82604677,11.2740157,0,0,0,111807.1011
3642,woman,30.3239287,7.595289959,0,0,0,72951.64581
3643,woman,34.72430001,6.023026146,1,0,1,61876.0476
3644,woman,21.92769514,6.424618459,0,0,0,101023.9585
3645,woman,28.95700339,8.606085732,0,0,0,121305.1018
3646,woman,31.4870283,6.291289082,0,0,0,114137.6297
3647,woman,31.81542333,3.848046642,1,0,0,79340.66639
3648,woman,28.15781828,9.614948401,0,0,0,76241.26515
3649,woman,32.44392871,8.018483501,0,1,1,141091.7967
3650,woman,31.46060809,6.502748341,1,0,0,88823.83901
3651,woman,27.04045943,9.861236777,1,0,0,44312.64913
3652,woman,40.90799314,11.04574675,1,0,0,71403.32547
3653,woman,32.19775103,10.12519112,0,0,0,94432.50967
3654,woman,28.34408325,5.872236208,1,0,0,34850.66943
3655,woman,27.14140483,9.800100862,1,0,0,94473.37777
3656,woman,35.14704459,9.954650681,0,0,0,136022.8853
3657,woman,30.51029896,10.98297254,1,0,0,102099.1911
3658,woman,42.74056349,6.091639714,0,0,0,82528.45642
3659,woman,27.82037939,7.762390333,0,0,0,96852.2004
3660,woman,23.78696531,8.104012699,0,0,0,111606.4461
3661,woman,29.86150771,6.553834416,0,0,0,94076.91654
3662,woman,30.87533729,8.904026248,1,0,0,1521610.99
3663,woman,19.40774683,6.761635873,0,0,0,38966.93624
3664,woman,28.45415743,6.090971324,0,0,0,108784.3769
3665,woman,28.15792279,8.376912834,1,0,0,70316.17147
3666,woman,28.15618232,8.612331401,1,0,0,91960.76019
3667,woman,26.84887126,8.895320873,1,0,0,91282.14015
3668,woman,23.28403728,8.083621091,0,0,0,110789.6266
3669,woman,33.79019026,7.738086368,1,0,1,112312.4219
3670,woman,27.08079578,8.836094396,0,0,0,72845.81875
3671,woman,24.88149274,10.52272789,0,0,0,123576.5731
3672,woman,26.20032866,6.478123028,0,0,1,104721.9059
3673,woman,27.6383838,8.737179902,0,0,0,119986.4696
3674,woman,30.54323562,7.59744586,0,0,0,119010.4074
3675,woman,33.34169493,7.012772869,0,0,0,120292.8232
3676,woman,25.23410251,10.3196142,0,0,1,123864.1473
3677,woman,27.60351301,8.74740357,1,0,0,58037.115
3678,woman,23.27246136,7.715649982,0,0,1,130060.9589
3679,woman,13.03850003,8.49903589,1,0,0,48988.63862
3680,woman,30.77896965,6.28815808,0,0,0,113102.6769
3681,woman,37.60001759,6.607100268,1,0,0,96658.35886
3682,woman,32.61041627,7.525033818,0,0,0,63387.50301
3683,woman,27.46470022,6.148660573,0,0,0,107644.3148
3684,woman,30.48239571,4.546724732,0,0,0,103835.2036
3685,woman,24.1258995,8.539123898,1,0,0,73142.37099
3686,woman,29.38853821,5.185172915,0,0,0,105571.5584
3687,woman,27.86145373,9.613606634,0,0,0,105098.167
3688,woman,25.73642884,9.294386803,0,0,0,119675.3176
3689,woman,32.02826115,6.815180864,0,0,0,98457.54115
3690,woman,42.99933582,8.223471197,1,0,0,101539.3089
3691,woman,38.32724753,8.473200105,0,0,0,134206.6371
3692,woman,29.63963489,5.114103634,0,0,0,52409.60511
3693,woman,34.42057327,9.742355307,0,0,0,134087.1855
3694,woman,34.31353717,11.03500671,1,0,0,106874.5524
3695,woman,26.76230987,7.447471317,0,0,0,93867.66663
3696,woman,33.21952037,5.406347482,0,1,1,183309.5103
3697,woman,22.79503951,5.540104614,1,0,0,61128.55806
3698,woman,25.97350804,9.958181093,0,0,0,74671.50835
3699,woman,31.19376435,6.760420806,0,0,0,51259.06903
3700,woman,27.92606169,8.411224393,0,0,0,72600.47085
3701,woman,38.78239322,10.37734838,0,0,0,67567.72614
3702,woman,33.24020217,9.339494878,0,0,1,131796.9312
3703,woman,28.08980939,8.217427125,0,0,0,51560.26125
3704,woman,27.64710143,10.5328352,1,0,0,76418.25259
3705,woman,30.93485304,8.382163365,0,0,0,123154.2485
3706,woman,24.72234356,7.398810272,0,0,0,90702.60665
3707,woman,32.97805977,9.21031968,1,0,0,92535.79366
3708,woman,23.12349025,8.267599346,1,0,0,84715.57889
3709,woman,33.11505098,12.59740882,0,0,0,143416.2408
3710,woman,29.17702634,7.402173574,1,0,0,43569.78655
3711,woman,32.07306759,8.106702297,0,0,0,76461.72318
3712,woman,24.93707037,10.8673942,1,0,0,68008.64971
3713,woman,31.22492604,8.720542179,0,0,0,125077.6477
3714,woman,42.06173871,5.020447974,0,0,0,78281.28553
3715,woman,27.71391624,11.9338727,1,0,0,101389.825
3716,woman,31.5869993,11.49492014,0,0,0,98075.50787
3717,woman,37.52783475,9.4201531,1,0,1,90251.19676
3718,woman,33.80852072,8.589930251,0,0,0,128219.55
3719,woman,32.15942742,7.897119527,0,0,0,103719.3821
3720,woman,24.93155364,7.284345396,0,0,0,109466.8361
3721,woman,23.61205814,8.716429891,0,0,0,68538.43083
3722,woman,30.2671622,5.304830825,0,0,0,107448.3484
3723,woman,27.68382072,8.051054663,0,0,0,81382.96316
3724,woman,29.90470893,6.467707428,1,0,0,50813.1152
3725,woman,31.02828337,9.266169326,1,0,0,97540.77482
3726,woman,26.61786081,10.86646484,0,0,0,108459.1372
3727,woman,32.47051513,9.83389997,0,0,0,69799.3831
3728,woman,39.29278094,9.767862372,0,0,0,141210.5233
3729,woman,24.95329506,9.503854281,1,0,0,43778.4046
3730,woman,27.65226821,7.751527969,1,0,0,74825.79807
3731,woman,29.75194671,7.261774626,0,0,0,116301.9979
3732,woman,35.70229837,6.344276445,0,0,0,120467.0682
3733,woman,24.06809,8.68693828,1,0,0,45746.69045
3734,woman,24.67425948,10.96633834,0,0,0,54091.87571
3735,woman,19.18169494,9.673355506,0,0,0,111852.13
3736,woman,27.79818893,10.14784968,1,0,0,56531.57058
3737,woman,33.40072883,10.01441164,1,1,1,116400.4287
3738,woman,35.32612354,6.764947988,1,0,0,46652.02872
3739,woman,31.78576831,5.338217239,0,0,0,67570.21138
3740,woman,26.9952151,10.22420145,1,0,0,68729.86982
3741,woman,33.53235807,6.367000831,1,0,0,65664.46567
3742,woman,31.02159295,9.767138104,0,0,0,67961.2163
3743,woman,20.39647201,6.012205903,0,0,1,115626.3538
3744,woman,23.85952584,9.999708934,0,0,0,72364.5175
3745,woman,37.55932653,8.923238842,1,0,0,90715.30929
3746,woman,31.61102541,5.725937157,0,0,0,77439.85232
3747,woman,23.12602806,9.812536132,0,0,0,118118.1164
3748,woman,34.09976554,10.25143707,1,0,0,104305.1317
3749,woman,35.3071748,4.161197459,1,0,0,55232.73206
3750,woman,27.82482985,8.552999261,1,0,0,59647.55936
3751,woman,33.28841048,9.147510913,0,0,0,129916.2828
3752,woman,11.29949681,10.93387221,1,0,0,53153.31325
3753,woman,34.86788398,10.85347148,0,0,0,75230.27279
3754,woman,35.87577696,10.01622266,0,0,0,137328.5788
3755,woman,24.37648643,9.503745427,0,0,0,71611.2233
3756,woman,31.410427,9.874847409,1,0,0,59615.47727
3757,woman,28.30939728,9.204437959,1,0,0,94040.14835
3758,woman,29.4873526,9.927365782,1,0,0,76835.43288
3759,woman,27.87559778,9.220975512,0,0,0,122439.4311
3760,woman,23.33852267,10.40884092,0,0,0,120891.5358
3761,woman,39.45201852,9.935579635,0,0,1,104215.1167
3762,woman,28.44844575,6.870526682,0,0,0,112567.7926
3763,woman,30.52377522,10.0211355,0,0,0,129642.1153
3764,woman,24.9529971,7.37555254,0,0,0,109925.8419
3765,woman,24.81566419,8.666998488,0,0,0,69774.73153
3766,woman,32.06299208,4.193286064,0,0,0,104242.9859
3767,woman,32.6319604,6.073914521,1,0,0,42852.44944
3768,woman,34.38962085,8.530448151,0,1,1,125221.4825
3769,woman,35.51887001,9.039808704,0,0,0,61213.44178
3770,woman,28.9489623,5.691818536,0,0,0,88508.42807
3771,woman,27.77898468,9.472230526,0,0,0,75417.18822
3772,woman,33.73406916,10.5476474,0,0,0,97795.71037
3773,woman,26.81280398,8.376153341,0,0,1,83212.91702
3774,woman,34.35879248,3.405309105,0,0,0,103293.7523
3775,woman,31.87250144,9.058301682,0,0,1,77375.58851
3776,woman,35.77513217,8.001870381,0,0,0,91559.0519
3777,woman,33.35195844,6.795141272,1,0,0,84953.69033
3778,woman,24.72777088,7.553368741,0,0,0,75751.98534
3779,woman,25.67183179,11.0662135,0,0,1,151165.8188
3780,woman,33.66242649,6.023019687,0,0,0,115948.0188
3781,woman,39.53527921,11.01561847,0,0,1,150228.0122
3782,woman,23.3859415,9.479670622,0,0,0,70411.97756
3783,woman,30.11605802,12.77751036,0,0,0,63368.12026
3784,woman,31.40837279,7.375974035,0,0,0,83635.14894
3785,woman,22.37111244,9.086699562,0,0,0,68162.35804
3786,woman,32.39062498,8.057792477,0,0,0,104785.6997
3787,woman,29.53438604,7.597570774,0,0,0,60085.21234
3788,woman,19.51721259,10.1127519,0,0,0,95172.56273
3789,woman,38.10863989,8.091106339,0,0,0,83320.8849
3790,woman,25.6839589,7.785198141,0,0,1,91636.07276
3791,woman,23.58748293,6.112835641,0,0,0,101884.367
3792,woman,32.10070811,9.69491716,0,0,0,80969.7243
3793,woman,32.78743398,12.23018961,1,0,0,108371.1865
3794,woman,33.68205702,6.956783148,0,0,0,120516.2631
3795,woman,28.06998319,9.244695443,0,0,0,86146.11638
3796,woman,29.94542831,7.03280221,0,0,0,70820.81136
3797,woman,26.34596618,8.064789124,0,0,0,79720.92488
3798,woman,23.44901347,8.266489713,0,0,0,111854.6708
3799,woman,35.39565325,6.776566514,0,0,1,100774.5255
3800,woman,29.48618657,10.56437465,0,0,0,68324.65481
3801,woman,29.08842872,9.365955952,0,0,0,87870.63981
3802,woman,20.00366204,11.59056801,0,0,0,120769.0456
3803,woman,29.10814448,10.94707304,1,0,0,44325.42196
3804,woman,25.78752751,7.943713547,1,0,0,54508.4673
3805,woman,29.12693173,8.668859268,0,0,0,121828.0427
3806,woman,28.90377924,8.099786164,1,0,0,59631.17049
3807,woman,27.76767604,6.549326667,1,0,0,84498.13259
3808,woman,34.69419321,7.623449335,0,0,0,78035.17769
3809,woman,32.23527076,9.500030775,0,0,0,80591.48416
3810,woman,35.63577257,8.616936807,0,0,0,60365.2841
3811,woman,23.37586315,5.480780321,0,0,1,117213.0646
3812,woman,26.75522036,8.999661649,0,0,0,119866.0421
3813,woman,29.79859591,7.402713677,0,0,0,117030.6774
3814,woman,27.96680515,9.56934656,1,0,0,94765.0953
3815,woman,29.60371137,6.956959092,0,0,0,95644.2844
3816,woman,24.089483,8.825426328,1,0,0,54675.60274
3817,woman,26.41910971,5.153283201,0,0,0,42126.03004
3818,woman,21.79223023,8.718364392,0,0,0,66462.04479
3819,woman,25.54987224,9.620171923,0,0,0,120797.3042
3820,woman,33.4708836,9.334776586,0,0,0,81550.01319
3821,woman,28.92896558,5.048482387,0,0,0,63350.06524
3822,woman,37.52876619,3.400726929,1,0,0,55530.19791
3823,woman,27.02233063,6.929159736,0,0,0,110794.4546
3824,woman,30.5953554,6.747922571,0,0,0,70689.2306
3825,woman,23.93373835,8.121593211,0,0,0,111897.5698
3826,woman,43.00335935,6.15915011,0,0,0,93758.87411
3827,woman,29.10689701,7.240827022,0,0,0,115274.4685
3828,woman,34.1481492,7.950869298,1,0,0,76192.46866
3829,woman,32.0669251,8.928561745,0,0,0,127204.391
3830,woman,27.08060593,7.568567133,0,0,0,48957.73215
3831,woman,23.34549359,9.691172847,0,0,0,49973.20417
3832,woman,30.78071562,12.41968508,0,0,1,165577.3761
3833,woman,27.21605128,7.193572528,1,0,0,61054.73233
3834,woman,29.22247849,10.51303991,1,0,1,100189.7219
3835,woman,33.25651029,8.602262898,0,0,0,127479.4215
3836,woman,30.39120578,7.09692477,1,0,0,57263.01364
3837,woman,31.88558149,3.495797499,0,0,0,81227.28992
3838,woman,30.75023288,8.595159759,0,0,0,87282.14879
3839,woman,22.66375334,6.678037598,0,0,0,84312.89779
3840,woman,36.98031098,10.46496675,0,0,0,140764.2901
3841,woman,35.87926148,7.48005127,0,1,1,202763.045
3842,woman,24.31917573,9.398999397,0,0,0,118083.3304
3843,woman,32.52650306,6.103501585,0,0,0,114710.461
3844,woman,26.68987865,7.911576864,0,0,0,79597.02204
3845,woman,26.26541831,7.663398207,0,0,0,113155.9681
3846,woman,29.97579169,11.55570828,1,0,1,121362.0697
3847,woman,38.73834115,11.02573224,0,0,0,68886.80366
3848,woman,35.28978781,10.23309391,0,0,0,137381.5318
3849,woman,33.02610679,6.084257349,0,0,0,96334.8003
3850,woman,24.24697182,9.172336781,0,0,0,70547.24167
3851,woman,42.77224709,8.975389507,0,0,0,79219.35548
3852,woman,34.36865523,7.948382791,0,0,0,126135.2226
3853,woman,18.2558129,9.644766896,1,0,0,69510.07413
3854,woman,31.99737168,10.04630549,0,1,1,212100.8778
3855,woman,27.55652642,11.07902941,0,0,0,79413.11387
3856,woman,32.04991178,9.116758127,0,0,1,151717.6547
3857,woman,32.00320183,6.954272843,0,0,0,82788.33879
3858,woman,25.40740462,9.765563973,0,0,1,60257.53293
3859,woman,39.12942876,8.967082486,0,0,0,99329.71248
3860,woman,30.99892311,8.915446335,0,0,0,106609.0804
3861,woman,34.70673953,9.025263146,1,0,0,52583.07742
3862,woman,36.75711782,6.517138881,0,0,0,77021.86473
3863,woman,26.30921201,4.371899423,0,0,0,65031.33215
3864,woman,25.44115758,5.291084597,1,0,1,74192.40638
3865,woman,35.60953674,9.741771371,0,0,0,135796.8336
3866,woman,36.96418716,10.03411083,0,0,0,119970.2142
3867,woman,23.11490715,10.00215104,0,0,1,141871.5253
3868,woman,40.05621593,6.63426713,1,0,0,92540.90329
3869,woman,28.82248343,7.803356957,1,0,0,90102.92768
3870,woman,33.45892264,8.465896971,1,0,0,97932.92674
3871,woman,32.82194105,6.840114018,0,0,0,99719.98148
3872,woman,25.1432884,6.103688947,1,0,0,58836.40383
3873,woman,25.67975931,10.78145356,0,0,0,125768.6332
3874,woman,19.5820383,9.282742969,0,0,0,110762.9001
3875,woman,24.24424932,8.764727699,0,0,1,93876.34143
3876,woman,22.5876202,9.97402569,0,0,0,81624.8262
3877,woman,30.20095258,7.054953299,0,0,0,96970.64743
3878,woman,36.84701076,4.843243376,0,0,0,71727.56781
3879,woman,29.86427535,6.705913743,0,0,0,49735.58973
3880,woman,31.69427081,6.19244222,0,0,0,94950.55997
3881,woman,33.89001772,8.199835205,0,0,0,78811.58124
3882,woman,33.39854721,6.766949403,0,0,0,100199.1559
3883,woman,28.0708425,6.886523564,0,0,0,112100.5777
3884,woman,22.6832747,9.295848449,0,0,0,79428.97605
3885,woman,27.85097245,9.126920018,0,0,0,121997.1608
3886,woman,30.31479678,8.91182974,0,0,0,105608.1076
3887,woman,25.64177394,6.596395597,1,0,0,51876.71498
3888,woman,31.80980355,9.00152056,0,0,0,108152.7465
3889,woman,28.53643952,6.434641693,0,0,0,110589.4044
3890,woman,33.10910764,8.703366979,0,0,0,127714.9959
3891,woman,25.98380262,6.89100372,0,0,1,129759.4044
3892,woman,25.3901617,9.936202122,0,0,0,121896.0266
3893,woman,38.87028169,6.693716262,0,0,0,126725.9141
3894,woman,30.14378119,7.901337935,0,0,0,73652.59526
3895,woman,32.76481925,7.202403138,0,0,0,101360.682
3896,woman,24.50788874,7.846352031,0,0,0,55073.04159
3897,woman,28.11367772,10.40571299,0,0,0,127755.0016
3898,woman,33.41084741,9.810644199,0,0,0,94926.78075
3899,woman,37.8280793,4.920787284,0,0,0,97363.06911
3900,woman,26.37757463,4.957949738,1,0,0,48243.7638
3901,woman,25.98541294,8.019131355,0,0,0,79091.70267
3902,woman,29.8866553,8.8030893,0,0,1,146591.8442
3903,woman,22.37802425,8.990551544,0,0,0,113523.1507
3904,woman,29.84933347,4.060884661,0,0,0,81349.01129
3905,woman,29.67635808,6.019067943,0,0,1,130589.3373
3906,woman,33.62374575,8.008695135,0,0,0,125337.8361
3907,woman,37.07304871,7.233408158,0,0,0,126710.7651
3908,woman,32.84922159,11.18480878,0,0,0,137691.3064
3909,woman,33.70775525,8.32374395,0,0,1,150172.8003
3910,woman,30.26139476,10.24764587,1,0,0,55114.71772
3911,woman,28.20127712,7.30861991,0,0,0,114289.3452
3912,woman,20.02011565,9.5179054,0,0,0,66666.35662
3913,woman,25.5688959,7.488386453,0,0,0,111340.0775
3914,woman,31.08633342,7.779386349,0,1,1,197847.308
3915,woman,21.77203138,8.669615403,1,0,0,84382.98652
3916,woman,31.21444911,7.566834995,0,0,0,100834.8111
3917,woman,27.99582645,4.56835984,0,0,0,100368.0955
3918,woman,24.89220074,3.525874832,1,0,0,62449.74623
3919,woman,27.64987842,9.44535966,0,0,0,86303.64276
3920,woman,33.64390761,8.289219121,1,0,0,97579.49022
3921,woman,34.42750555,7.289653786,0,0,0,64758.54197
3922,woman,20.31489296,9.582951391,0,0,0,67181.58971
3923,woman,29.25257994,5.920426513,0,0,0,90088.39742
3924,woman,34.56942329,8.740291752,0,0,0,81141.42965
3925,woman,28.7105257,11.06572526,0,0,0,80699.43157
3926,woman,30.54407635,8.342361493,0,0,0,103412.9172
3927,woman,22.52294562,8.180082716,0,0,0,65750.20924
3928,woman,27.59983172,7.693350089,0,0,0,115216.0307
3929,woman,39.14387715,9.454150729,0,0,0,88368.94847
3930,woman,26.05965983,8.342530063,0,0,0,115956.1146
3931,woman,22.79683828,10.48621238,0,0,1,120761.7731
3932,woman,30.74735879,8.551842489,0,0,0,123642.1454
3933,woman,33.94314667,5.049612022,0,0,0,77653.41684
3934,woman,35.96905245,8.352726197,1,0,0,93415.28263
3935,woman,27.41138679,15.2722034,0,0,0,88806.97552
3936,woman,31.11237788,4.951402877,1,0,0,44357.88059
3937,woman,32.72177439,7.944047261,1,0,0,81635.24153
3938,woman,33.24605264,6.079219974,0,0,0,96626.6193
3939,woman,27.26398628,10.35994463,1,0,0,96317.91064
3940,woman,38.56362465,8.545398973,0,0,0,97104.71097
3941,woman,26.56351489,7.53382259,0,0,0,48334.12232
3942,woman,33.53936079,6.634649235,1,0,0,59376.07703
3943,woman,29.89044382,10.0942427,0,0,0,79516.67863
3944,woman,27.06390718,10.39783311,1,0,0,96187.72821
3945,woman,26.78574351,7.190677591,0,0,0,111695.4602
3946,woman,27.06826545,6.506904865,0,0,0,89826.85512
3947,woman,27.76564467,9.671321009,0,0,0,105204.4207
3948,woman,24.905572,5.871254129,0,0,0,102583.7866
3949,woman,33.48704852,7.315373923,0,0,0,55024.69893
3950,woman,26.48242342,10.71051872,0,0,0,107639.9639
3951,woman,26.92489576,8.107571555,0,0,1,138091.7546
3952,woman,32.44345296,4.893115418,1,0,0,45550.85614
3953,woman,29.46019028,6.808804384,0,0,0,113728.9273
3954,woman,22.89048182,10.2866562,0,0,0,119746.5665
3955,woman,25.31995251,8.453173647,0,0,0,115386.6668
3956,woman,29.01721378,7.589030538,0,0,0,116773.8775
3957,woman,27.12506081,10.89761444,0,0,0,78455.91643
3958,woman,33.75241269,6.114388029,0,0,0,81739.59359
3959,woman,26.17798986,8.499292557,1,0,0,68308.1322
3960,woman,25.16436464,6.933358782,1,0,0,58067.04163
3961,woman,24.94726896,9.839456227,1,0,0,42330.0093
3962,woman,32.03328623,8.033464032,0,0,0,55239.03185
3963,woman,32.41735863,6.938204771,0,0,0,118606.4693
3964,woman,21.63777706,7.203696308,0,0,1,72587.25515
3965,woman,33.11037598,8.393631348,0,0,0,107338.4058
3966,woman,34.30486635,10.51304711,0,0,0,85673.15068
3967,woman,21.54501119,7.699996782,1,0,0,41105.9794
3968,woman,26.54784285,11.50372554,0,0,0,129858.2729
3969,woman,37.14446212,6.857803758,1,0,0,65281.54468
3970,woman,35.03050853,6.478488876,0,0,0,120154.3419
3971,woman,30.1239633,6.871973242,1,0,0,51953.31703
3972,woman,32.50624698,3.796941006,1,0,0,38229.17044
3973,woman,40.56009812,8.467812196,1,0,0,70443.67249
3974,woman,32.51398487,8.712123931,0,0,0,57328.576
3975,woman,23.89595569,7.573237694,0,0,1,76742.68384
3976,woman,36.824695,11.29293125,1,0,0,96988.9798
3977,woman,25.64530555,9.756536863,1,0,0,60331.04498
3978,woman,34.96951118,9.39027063,0,0,0,95482.54203
3979,woman,33.2813533,6.213943898,0,0,0,81532.24606
3980,woman,34.44756777,6.965282508,0,0,0,121659.1218
3981,woman,37.70466488,5.859905065,0,0,0,101957.8839
3982,woman,22.67042836,6.770591604,0,0,0,70133.0098
3983,woman,29.65205723,2.893042985,0,0,0,44793.25188
3984,woman,39.73024751,8.918841613,1,0,0,50928.80265
3985,woman,34.88190872,2.149620032,0,0,0,78009.52133
3986,woman,30.88579169,6.631182378,1,0,0,56706.96169
3987,woman,24.88413435,7.797869043,0,0,0,76864.58149
3988,woman,30.53360246,6.075168233,0,0,1,109311.9531
3989,woman,25.44059351,5.971827122,0,0,0,84854.63781
3990,woman,22.65816522,7.848522566,0,0,0,108814.7263
3991,woman,32.88239352,10.31676432,0,0,0,134258.3522
3992,woman,30.32652803,6.92305748,0,0,0,96523.36196
3993,woman,26.13243599,6.103902023,0,0,0,71944.2625
3994,woman,31.97474094,9.938823525,1,0,0,100775.039
3995,woman,27.48055056,5.266177345,1,0,0,55759.68821
3996,woman,38.89779542,5.458434471,1,0,0,94088.30117
3997,woman,29.84713778,9.519175455,0,0,0,126556.5291
3998,woman,37.88544106,9.83881869,0,0,0,87977.34196
3999,woman,25.9359895,6.036561231,1,0,0,50371.11835
4000,woman,33.06674583,6.415281105,0,0,0,117018.6624
4001,woman,39.21849988,6.09686315,1,0,0,63832.45987
4002,woman,31.35545491,8.380690846,0,0,1,146697.7441
4003,woman,35.68223814,6.68207778,0,0,0,122079.0057
4004,woman,21.30834066,8.568814948,0,0,0,45307.36845
4005,woman,33.53567372,7.826707517,0,0,0,65342.82527
4006,woman,30.15193066,10.94413667,0,0,1,157789.1292
4007,woman,33.82500989,7.768769884,0,0,0,124528.2582
4008,woman,34.33832609,1.641213667,0,0,0,57549.73121
4009,woman,18.71874941,11.08624301,0,0,0,80315.38184
4010,woman,27.7819863,6.746515537,0,0,1,131817.2072
4011,woman,26.6498836,6.918366405,1,0,0,84434.34681
4012,woman,30.76082095,5.185250896,0,0,0,65896.39761
4013,woman,20.29733301,8.004074583,0,0,0,71755.5794
4014,woman,24.54745666,6.078971055,0,0,0,103099.4104
4015,woman,35.00960352,8.130711104,0,0,0,127888.1631
4016,woman,30.88446223,7.985499104,0,0,0,121287.4805
4017,woman,24.55992729,7.590398788,0,0,0,110361.7365
4018,woman,28.73391316,6.248298369,0,0,0,75847.67015
4019,woman,35.49136529,9.358980189,0,0,0,61905.02348
4020,woman,20.80216607,6.943965639,0,0,0,68411.34944
4021,woman,28.94285693,7.407101159,0,0,0,1941916.12
4022,woman,28.85168378,6.638903699,0,0,0,112034.5672
4023,woman,30.93489707,9.559029143,1,0,0,71419.38188
4024,woman,32.51889733,11.82209424,0,0,0,64017.26139
4025,woman,39.55171251,5.238152335,0,0,0,76126.8702
4026,woman,32.76890597,7.902004855,1,0,0,69113.02044
4027,woman,27.06259266,10.80153977,1,0,0,83698.53602
4028,woman,36.28974971,8.816785887,0,0,0,132795.0694
4029,woman,25.70665801,8.452154823,0,0,0,115938.9691
4030,woman,32.18093548,6.700517393,0,0,0,98126.0409
4031,woman,37.85731526,5.813343323,1,0,0,94125.03628
4032,woman,35.38657441,7.537741913,0,0,0,125707.402
4033,woman,34.05544838,10.27576248,0,0,0,116779.4131
4034,woman,18.84231181,6.401940625,1,0,0,59442.03641
4035,woman,29.49498741,6.438995728,0,0,0,92990.92896
4036,woman,27.06312467,12.31881308,1,0,0,55755.43509
4037,woman,36.62434136,8.174517939,0,0,0,130411.8077
4038,woman,34.20324239,7.386418512,0,0,1,88953.82225
4039,woman,31.30553091,6.826260747,0,0,0,116469.9471
4040,woman,33.97220824,8.930398163,0,0,0,110956.0314
4041,woman,26.75191757,8.0555613,0,0,0,96655.81212
4042,woman,33.17142255,8.719138934,1,0,0,63562.00631
4043,woman,30.47501331,4.433295426,1,0,0,51064.65509
4044,woman,21.58396596,6.152962423,0,0,0,99197.26485
4045,woman,31.72023069,7.73897585,0,0,0,74976.32869
4046,woman,33.53579015,10.4842413,1,0,0,70799.86176
4047,woman,35.96707293,9.520437997,0,0,0,135374.6092
4048,woman,32.63694264,10.79075889,0,0,0,135824.2244
4049,woman,35.03351962,8.609945832,1,0,0,65200.64632
4050,woman,21.33836334,6.888486567,0,0,0,60532.29616
4051,woman,28.13293919,5.879824345,0,0,0,53172.53328
4052,woman,29.28744801,4.913126214,0,0,0,104024.9017
4053,woman,28.35128818,7.030266155,0,0,0,68989.36987
4054,woman,29.5547894,9.352460311,0,0,0,106423.2009
4055,woman,27.11301876,8.795158903,0,0,0,83340.26656
4056,woman,33.6808274,10.87914478,0,0,0,137680.3442
4057,woman,25.04397226,9.362334147,1,0,0,83365.6896
4058,woman,30.62587306,4.984228446,1,0,0,82261.74269
4059,woman,30.36576357,7.474533336,0,0,0,118182.96
4060,woman,30.71968617,8.872330832,0,0,0,55824.87796
4061,woman,25.26137841,7.99821761,1,0,0,86423.90413
4062,woman,36.99614962,10.03742447,1,0,0,70074.92588
4063,woman,28.86938137,5.924968053,0,0,0,89559.18774
4064,woman,22.80572918,4.790468215,0,0,0,55488.43804
4065,woman,34.00650509,7.83051826,1,0,0,89297.80683
4066,woman,29.98334277,5.302638931,0,0,0,73630.32947
4067,woman,29.51529221,4.201846522,0,0,0,100619.8439
4068,woman,29.52064275,6.530143951,0,0,0,112471.1343
4069,woman,31.97718482,7.786933256,1,0,0,93883.90197
4070,woman,29.73378479,9.33313273,0,0,0,77270.22866
4071,woman,26.13250209,9.042908401,0,0,0,119157.6995
4072,woman,22.90407246,7.987686279,0,0,0,90805.69861
4073,woman,31.51725966,9.931875986,0,0,0,130700.9939
4074,woman,22.40896647,9.504951557,1,0,0,35792.79747
4075,woman,35.59853863,7.821638473,0,0,0,108325.3858
4076,woman,25.23069519,8.25464486,1,0,0,39930.1191
4077,woman,25.75192989,9.653740679,0,0,0,73594.6794
4078,woman,25.09050153,7.764686828,0,0,0,47354.53984
4079,woman,23.18461166,6.581527575,0,0,0,61695.47456
4080,woman,26.1370072,8.590498913,1,0,0,63648.17331
4081,woman,28.58187274,7.540088016,0,0,0,115919.5462
4082,woman,18.36197979,5.914999839,1,0,0,49908.28664
4083,woman,17.77386255,10.59763716,1,0,0,51887.22485
4084,woman,26.42067536,9.085248659,1,0,0,84166.44973
4085,woman,34.41698421,8.947957514,0,0,0,81553.82809
4086,woman,23.49780072,9.612060908,1,0,0,47072.70091
